segment_id	segment_text	sutta	section_num	segment_num	collection	sutta_num	title	place	country
mn5:3.1	When he said this, Venerable Mahāmoggallāna said to him: “What is the cause, Reverend Sāriputta, what is the reason why, of the two persons with a blemish, one is said to be worse and one better? And what is the cause, what is the reason why, of the two persons without a blemish, one is said to be worse and one better?”	mn5	3	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:4.1	“Reverend, take the case of the person who has a blemish and does not understand it. You can expect that they won’t generate enthusiasm, make an effort, or rouse up energy to give up that blemish. And they will die with greed, hate, and delusion, blemished, with a corrupted mind. Suppose a bronze dish was brought from a shop or smithy covered with dirt or stains. And the owners neither used it or had it cleaned, but kept it in a dirty place. Over time, wouldn’t that bronze dish get even dirtier and more stained?” “Yes, reverend.” “In the same way, take the case of the person who has a blemish and does not understand it. You can expect that … they will die with a corrupted mind.	mn5	4	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:5.1	Take the case of the person who has a blemish and does understand it. You can expect that they will generate enthusiasm, make an effort, and rouse up energy to give up that blemish. And they will die without greed, hate, and delusion, unblemished, with an uncorrupted mind. Suppose a bronze dish was brought from a shop or smithy covered with dirt or stains. But the owners used it and had it cleaned, and didn’t keep it in a dirty place. Over time, wouldn’t that bronze dish get cleaner and brighter?” “Yes, reverend.” “In the same way, take the case of the person who has a blemish and does understand it. You can expect that … they will die with an uncorrupted mind.	mn5	5	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:6.1	Take the case of the person who doesn’t have a blemish but does not understand it. You can expect that they will focus on the feature of beauty, and because of that, lust will infect their mind. And they will die with greed, hate, and delusion, blemished, with a corrupted mind. Suppose a bronze dish was brought from a shop or smithy clean and bright. And the owners neither used it or had it cleaned, but kept it in a dirty place. Over time, wouldn’t that bronze dish get dirtier and more stained?” “Yes, reverend.” “In the same way, take the case of the person who has no blemish and does not understand it. You can expect that … they will die with a corrupted mind.	mn5	6	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:7.1	Take the case of the person who doesn’t have a blemish and does understand it. You can expect that they won’t focus on the feature of beauty, and because of that, lust won’t infect their mind. And they will die without greed, hate, and delusion, unblemished, with an uncorrupted mind. Suppose a bronze dish was brought from a shop or smithy clean and bright. And the owners used it and had it cleaned, and didn’t keep it in a dirty place. Over time, wouldn’t that bronze dish get cleaner and brighter?” “Yes, reverend.” “In the same way, take the case of the person who doesn’t have a blemish and does understand it. You can expect that … they will die with an uncorrupted mind.	mn5	7	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:8.1	This is the cause, this is the reason why, of the two persons with a blemish, one is said to be worse and one better. And this is the cause, this is the reason why, of the two persons without a blemish, one is said to be worse and one better.”	mn5	8	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:9.1	“Reverend, the word ‘blemish’ is spoken of. But what is ‘blemish’ a term for?” “Reverend, ‘blemish’ is a term for the spheres of bad, unskillful wishes.	mn5	9	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:10.1	It’s possible that some mendicant might wish: ‘If I commit an offense, I hope the mendicants don’t find out!’ But it’s possible that the mendicants do find out that that mendicant has committed an offense. Thinking, ‘The mendicants have found out about my offense,’ they get angry and bitter. And that anger and that bitterness are both blemishes. It’s possible that some mendicant might wish: ‘If I commit an offense, I hope the mendicants accuse me in private, not in the middle of the Saṅgha.’ But it’s possible that the mendicants do accuse that mendicant in the middle of the Saṅgha … It’s possible that some mendicant might wish: ‘If I commit an offense, I hope I’m accused by an equal, not by someone who is not an equal.’ But it’s possible that someone who is not an equal accuses that mendicant … It’s possible that some mendicant might wish: ‘Oh, I hope the Teacher will teach the mendicants by repeatedly questioning me alone, not some other mendicant.’ But it’s possible that the Teacher will teach the mendicants by repeatedly questioning some other mendicant … It’s possible that some mendicant might wish: ‘Oh, I hope the mendicants will enter the village for the meal putting me at the very front, not some other mendicant.’ But it’s possible that the mendicants will enter the village for the meal putting some other mendicant at the very front … It’s possible that some mendicant might wish: ‘Oh, I hope that I alone get the best seat, the best drink, and the best almsfood in the refectory, not some other mendicant.’ But it’s possible that some other mendicant gets the best seat, the best drink, and the best almsfood in the refectory … It’s possible that some mendicant might wish: ‘I hope that I alone give the verses of gratitude after eating in the refectory, not some other mendicant.’ But it’s possible that some other mendicant gives the verses of gratitude after eating in the refectory … It’s possible that some mendicant might wish: ‘Oh, I hope that I might teach the Dhamma to the monks, nuns, laymen, and laywomen in the monastery, not some other mendicant.’ But it’s possible that some other mendicant teaches the Dhamma … It’s possible that some mendicant might wish: ‘Oh, I hope that the monks, nuns, laymen, and laywomen will honor, respect, revere, and venerate me alone, not some other mendicant.’ But it’s possible that some other mendicant is honored, respected, revered, and venerated … It’s possible that some mendicant might wish: ‘I hope I get the nicest robes, almsfood, lodgings, and medicines and supplies for the sick, not some other mendicant.’ But it’s possible that some other mendicant gets the nicest robes, almsfood, lodgings, and medicines and supplies for the sick … Thinking, ‘Some other mendicant has got the nicest robes, almsfood, lodgings, and medicines and supplies for the sick’, they get angry and bitter. And that anger and that bitterness are both blemishes.	mn5	10	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:28.1	‘Blemish’ is a term for these spheres of bad, unskillful wishes. Suppose these spheres of bad, unskillful wishes are seen and heard to be not given up by a mendicant. Even though they dwell in the wilderness, in remote lodgings, eat only almsfood, wander indiscriminately for almsfood, wear rag robes, and wear shabby robes, their spiritual companions don’t honor, respect, revere, and venerate them. Why is that? It’s because these spheres of bad, unskillful wishes are seen and heard to be not given up by that venerable. Suppose a bronze dish was brought from a shop or smithy clean and bright. Then the owners were to prepare it with the carcass of a snake, a dog, or a human, cover it with a bronze lid, and parade it through the market-place. When people saw it they’d say: ‘My good man, what is it that you’re carrying like a precious treasure?’ So they’d open up the lid for people to look inside. But as soon as they saw it they were filled with loathing, revulsion, and disgust. Not even those who were hungry wanted to eat it, let alone those who had eaten. In the same way, when these spheres of bad, unskillful wishes are seen and heard to be not given up by a mendicant … their spiritual companions don’t honor, respect, revere, and venerate them. Why is that? It’s because these spheres of bad, unskillful wishes are seen and heard to be not given up by that venerable.	mn5	28	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:30.1	Suppose these spheres of bad, unskillful wishes are seen and heard to be given up by a mendicant. Even though they dwell within a village, accept invitations to a meal, and wear robes offered by householders, their spiritual companions honor, respect, revere, and venerate them. Why is that? It’s because these spheres of bad, unskillful wishes are seen and heard to be given up by that venerable. Suppose a bronze dish was brought from a shop or smithy clean and bright. Then the owners were to prepare it with boiled fine rice with the dark grains picked out and served with many soups and sauces, cover it with a bronze lid, and parade it through the market-place. When people saw it they’d say: ‘My good man, what is it that you’re carrying like a precious treasure?’ So they’d open up the lid for people to look inside. And as soon as they saw it they were filled with liking, attraction, and relish. Even those who had eaten wanted to eat it, let alone those who were hungry. In the same way, when these spheres of bad, unskillful wishes are seen and heard to be given up by a mendicant … their spiritual companions honor, respect, revere, and venerate them. Why is that? It’s because these spheres of bad, unskillful wishes are seen and heard to be given up by that venerable.”	mn5	30	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:31.1	When he said this, Venerable Mahāmoggallāna said to him, “Reverend Sāriputta, a simile springs to mind.” “Then speak as you feel inspired,” said Sāriputta. “Reverend, at one time I was staying right here in Rājagaha, the Mountainfold. Then I robed up in the morning and, taking my bowl and robe, entered Rājagaha for alms. Now at that time Samīti the cartwright was planing the rim of a chariot wheel. The Ājīvaka ascetic Paṇḍuputta, who used to be a cartwright, was standing by, and this thought came to his mind: ‘Oh, I hope Samīti the cartwright planes out the crooks, bends, and flaws in this rim. Then the rim will be rid of crooks, bends, and flaws, and consist purely of the essential core.’ And Samīti planed out the flaws in the rim just as Paṇḍuputta thought. Then Paṇḍuputta expressed his gladness: ‘He planes like he knows my heart with his heart!’	mn5	31	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:32.1	In the same way, there are those faithless people who went forth from the lay life to homelessness not out of faith but to earn a livelihood. They’re devious, deceitful, and sneaky. They’re restless, insolent, fickle, scurrilous, and loose-tongued. They do not guard their sense doors or eat in moderation, and they are not dedicated to wakefulness. They don’t care about the ascetic life, and don’t keenly respect the training. They’re indulgent and slack, leaders in backsliding, neglecting seclusion, lazy, and lacking energy. They’re unmindful, lacking situational awareness and immersion, with straying minds, witless and stupid. Venerable Sāriputta planes their faults with this exposition of the teaching as if he knows my heart with his heart! But there are those gentlemen who went forth from the lay life to homelessness out of faith. They’re not devious, deceitful, and sneaky. They’re not restless, insolent, fickle, scurrilous, and loose-tongued. They guard their sense doors and eat in moderation, and they are dedicated to wakefulness. They care about the ascetic life, and keenly respect the training. They’re not indulgent or slack, nor are they leaders in backsliding, neglecting seclusion. They’re energetic and determined. They’re mindful, with situational awareness, immersion, and unified minds; wise, not stupid. Hearing this exposition of the teaching from Venerable Sāriputta, they drink it up and devour it, as it were. And in speech and thought they say: ‘It’s good, sirs, that he draws his spiritual companions away from the unskillful and establishes them in the skillful.’	mn5	32	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:33.1	Suppose there was a woman or man who was young, youthful, and fond of adornments, and had bathed their head. After getting a garland of lotuses, jasmine, or liana flowers, they would take them in both hands and place them on the crown of the head. In the same way, those gentlemen who went forth from the lay life to homelessness out of faith … say: ‘It’s good, sirs, that he draws his spiritual companions away from the unskillful and establishes them in the skillful.’”	mn5	33	1	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn5:33.4	And so these two spiritual giants agreed with each others’ fine words.	mn5	33	4	mn	5	Unblemished	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn6:1.1	So I have heard. At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery. There the Buddha addressed the mendicants, “Mendicants!” “Venerable sir,” they replied. The Buddha said this:	mn6	1	1	mn	6	One Might Wish	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn6:2.1	“Mendicants, live by the ethical precepts and the monastic code. Live restrained in the monastic code, conducting yourselves well and seeking alms in suitable places. Seeing danger in the slightest fault, keep the rules you’ve undertaken. A mendicant might wish: ‘May I be liked and approved by my spiritual companions, respected and admired.’ So let them fulfill their precepts, be committed to inner serenity of the heart, not neglect absorption, be endowed with discernment, and frequent empty huts. A mendicant might wish: ‘May I receive robes, almsfood, lodgings, and medicines and supplies for the sick.’ So let them fulfill their precepts, be committed to inner serenity of the heart, not neglect absorption, be endowed with discernment, and frequent empty huts. A mendicant might wish: ‘May the services of those whose robes, almsfood, lodgings, and medicines and supplies for the sick I enjoy be very fruitful and beneficial for them.’ So let them fulfill their precepts … A mendicant might wish: ‘When deceased family and relatives who have passed away recollect me with a confident mind, may this be very fruitful and beneficial for them.’ So let them fulfill their precepts … A mendicant might wish: ‘May I prevail over desire and discontent, and may desire and discontent not prevail over me. May I live having mastered desire and discontent whenever they arose.’ So let them fulfill their precepts … A mendicant might wish: ‘May I prevail over fear and dread, and may fear and dread not prevail over me. May I live having mastered fear and dread whenever they arose.’ So let them fulfill their precepts … A mendicant might wish: ‘May I get the four absorptions—blissful meditations in the present life that belong to the higher mind—when I want, without trouble or difficulty.’ So let them fulfill their precepts … A mendicant might wish: ‘May I have direct meditative experience of the peaceful liberations that are formless, transcending form.’ So let them fulfill their precepts … A mendicant might wish: ‘May I, with the ending of three fetters, become a stream-enterer, not liable to be reborn in the underworld, bound for awakening.’ So let them fulfill their precepts … A mendicant might wish: ‘May I, with the ending of three fetters, and the weakening of greed, hate, and delusion, become a once-returner, coming back to this world once only, then making an end of suffering.’ So let them fulfill their precepts … A mendicant might wish: ‘May I, with the ending of the five lower fetters, be reborn spontaneously and become extinguished there, not liable to return from that world.’ So let them fulfill their precepts … A mendicant might wish: ‘May I wield the many kinds of psychic power: multiplying myself and becoming one again; appearing and disappearing; going unimpeded through a wall, a rampart, or a mountain as if through space; diving in and out of the earth as if it were water; walking on water as if it were earth; flying cross-legged through the sky like a bird; touching and stroking with my hand the sun and moon, so mighty and powerful; controlling the body as far as the Brahmā realm.’ So let them fulfill their precepts … A mendicant might wish: ‘With clairaudience that is purified and superhuman, may I hear both kinds of sounds, human and divine, whether near or far.’ So let them fulfill their precepts … A mendicant might wish: ‘May I understand the minds of other beings and individuals, having comprehended them with my mind. May I understand mind with greed as “mind with greed”, and mind without greed as “mind without greed”; mind with hate as “mind with hate”, and mind without hate as “mind without hate”; mind with delusion as “mind with delusion”, and mind without delusion as “mind without delusion”; constricted mind as “constricted mind”, and scattered mind as “scattered mind”; expansive mind as “expansive mind”, and unexpansive mind as “unexpansive mind”; mind that is not supreme as “mind that is not supreme”, and mind that is supreme as “mind that is supreme”; mind immersed in samādhi as “mind immersed in samādhi”, and mind not immersed in samādhi as “mind not immersed in samādhi”; freed mind as “freed mind”, and unfreed mind as “unfreed mind”.’ So let them fulfill their precepts … A mendicant might wish: ‘May I recollect many kinds of past lives. That is: one, two, three, four, five, ten, twenty, thirty, forty, fifty, a hundred, a thousand, a hundred thousand rebirths; many eons of the world contracting, many eons of the world expanding, many eons of the world contracting and expanding. May I remember: “There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.” May I thus recollect my many kinds of past lives, with features and details.’ So let them fulfill their precepts … A mendicant might wish: ‘With clairvoyance that is purified and superhuman, may I see sentient beings passing away and being reborn—inferior and superior, beautiful and ugly, in a good place or a bad place—and understand how sentient beings are reborn according to their deeds: “These dear beings did bad things by way of body, speech, and mind. They spoke ill of the noble ones; they had wrong view; and they chose to act out of that wrong view. When their body breaks up, after death, they’re reborn in a place of loss, a bad place, the underworld, hell. These dear beings, however, did good things by way of body, speech, and mind. They never spoke ill of the noble ones; they had right view; and they chose to act out of that right view. When their body breaks up, after death, they’re reborn in a good place, a heavenly realm.” And so, with clairvoyance that is purified and superhuman, may I see sentient beings passing away and being reborn—inferior and superior, beautiful and ugly, in a good place or a bad place. And may I understand how sentient beings are reborn according to their deeds.’ So let them fulfill their precepts … A mendicant might wish: ‘May I realize the undefiled freedom of heart and freedom by wisdom in this very life, and live having realized it with my own insight due to the ending of defilements.’ So let them fulfill their precepts, be committed to inner serenity of the heart, not neglect absorption, be endowed with discernment, and frequent empty huts.	mn6	2	1	mn	6	One Might Wish	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn6:20.1	‘Mendicants, live by the ethical precepts and the monastic code. Live restrained in the monastic code, conducting yourselves well and seeking alms in suitable places. Seeing danger in the slightest fault, keep the rules you’ve undertaken.’ That’s what I said, and this is why I said it.”	mn6	20	1	mn	6	One Might Wish	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn6:20.3	That is what the Buddha said. Satisfied, the mendicants were happy with what the Buddha said.	mn6	20	3	mn	6	One Might Wish	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:1.1	So I have heard. At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery. There the Buddha addressed the mendicants, “Mendicants!” “Venerable sir,” they replied. The Buddha said this:	mn7	1	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:2.1	“Suppose, mendicants, there was a cloth that was dirty and soiled. No matter what dye the dyer applied—whether blue or yellow or red or magenta—it would look poorly dyed and impure in color. Why is that? Because of the impurity of the cloth. In the same way, when the mind is corrupt, a bad destiny is to be expected. Suppose there was a cloth that was pure and clean. No matter what dye the dyer applied—whether blue or yellow or red or magenta—it would look well dyed and pure in color. Why is that? Because of the purity of the cloth. In the same way, when the mind isn’t corrupt, a good destiny is to be expected.	mn7	2	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:3.1	And what are the corruptions of the mind? Covetousness and immoral greed, ill will, anger, hostility, disdain, contempt, jealousy, stinginess, deceit, deviousness, obstinacy, aggression, conceit, arrogance, vanity, and negligence are corruptions of the mind.	mn7	3	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:4.1	A mendicant who understands that covetousness and immoral greed are corruptions of the mind gives them up. A mendicant who understands that ill will … negligence is a corruption of the mind gives it up. When they have understood these corruptions of the mind for what they are, and have given them up, they have experiential confidence in the Buddha: ‘That Blessed One is perfected, a fully awakened Buddha, accomplished in knowledge and conduct, holy, knower of the world, supreme guide for those who wish to train, teacher of gods and humans, awakened, blessed.’ They have experiential confidence in the teaching: ‘The teaching is well explained by the Buddha—visible in this very life, immediately effective, inviting inspection, relevant, so that sensible people can know it for themselves.’ They have experiential confidence in the Saṅgha: ‘The Saṅgha of the Buddha’s disciples is practicing the way that’s good, direct, methodical, and proper. It consists of the four pairs, the eight individuals. This is the Saṅgha of the Buddha’s disciples that is worthy of offerings dedicated to the gods, worthy of hospitality, worthy of a religious donation, worthy of greeting with joined palms, and is the supreme field of merit for the world.’	mn7	4	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:8.1	When a mendicant has discarded, eliminated, released, given up, and relinquished to this extent, thinking, ‘I have experiential confidence in the Buddha … the teaching … the Saṅgha,’ they find inspiration in the meaning and the teaching, and find joy connected with the teaching. Thinking: ‘I have discarded, eliminated, released, given up, and relinquished to this extent,’ they find inspiration in the meaning and the teaching, and find joy connected with the teaching. When they’re joyful, rapture springs up. When the mind is full of rapture, the body becomes tranquil. When the body is tranquil, they feel bliss. And when they’re blissful, the mind becomes immersed in samādhi.	mn7	8	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:12.1	When a mendicant of such ethics, such qualities, and such wisdom eats boiled fine rice with the dark grains picked out and served with many soups and sauces, that is no obstacle for them. Compare with cloth that is dirty and soiled; it can be made pure and clean by pure water. Or unrefined gold, which can be made pure and bright by a forge. In the same way, when a mendicant of such ethics, such qualities, and such wisdom eats boiled fine rice with the dark grains picked out and served with many soups and sauces, that is no obstacle for them.	mn7	12	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:13.1	They meditate spreading a heart full of love to one direction, and to the second, and to the third, and to the fourth. In the same way above, below, across, everywhere, all around, they spread a heart full of love to the whole world—abundant, expansive, limitless, free of enmity and ill will. They meditate spreading a heart full of compassion to one direction, and to the second, and to the third, and to the fourth. In the same way above, below, across, everywhere, all around, they spread a heart full of compassion to the whole world—abundant, expansive, limitless, free of enmity and ill will. They meditate spreading a heart full of rejoicing to one direction, and to the second, and to the third, and to the fourth. In the same way above, below, across, everywhere, all around, they spread a heart full of rejoicing to the whole world—abundant, expansive, limitless, free of enmity and ill will. They meditate spreading a heart full of equanimity to one direction, and to the second, and to the third, and to the fourth. In the same way above, below, across, everywhere, all around, they spread a heart full of equanimity to the whole world—abundant, expansive, limitless, free of enmity and ill will.	mn7	13	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:17.1	They understand: ‘There is this, there is what is worse than this, there is what is better than this, and there is an escape beyond the scope of perception.’	mn7	17	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:18.1	Knowing and seeing like this, their mind is freed from the defilements of sensuality, desire to be reborn, and ignorance. When they’re freed, they know they’re freed. They understand: ‘Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is no return to any state of existence.’ This is called a mendicant who is bathed with the inner bathing.”	mn7	18	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:19.1	Now at that time the brahmin Sundarika Bhāradvāja was sitting not far from the Buddha. He said to the Buddha, “But does Master Gotama go to the river Bāhuka to bathe?” “Brahmin, why go to the river Bāhuka? What can the river Bāhuka do?” “Many people agree that the river Bāhuka bestows cleanliness and merit. And many people wash off their bad deeds in the river Bāhuka.”	mn7	19	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:20.1	Then the Buddha addressed Sundarika in verse: “The Bāhuka and the Adhikakka, the Gayā and the Sundarika too, Sarasvatī and Payāga, and the river Bāhumati: a fool can constantly plunge into them but it won’t purify their dark deeds. What can the Sundarika do? What the Payāga or the Bāhuka? They can’t cleanse a cruel and criminal person from their bad deeds. For the pure in heart it’s always the spring festival or the sabbath. For the pure in heart and clean of deed, their vows will always be fulfilled. It’s here alone that you should bathe, brahmin, making yourself a sanctuary for all creatures. And if you speak no lies, nor harm any living creature, nor steal anything not given, and you’re faithful and not stingy: what’s the point of going to Gayā? For any well may be your Gayā!”	mn7	20	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:21.1	When he had spoken, the brahmin Sundarika Bhāradvāja said to the Buddha, “Excellent, Master Gotama! Excellent! As if he were righting the overturned, or revealing the hidden, or pointing out the path to the lost, or lighting a lamp in the dark so people with good eyes can see what’s there, Master Gotama has made the teaching clear in many ways. I go for refuge to Master Gotama, to the teaching, and to the mendicant Saṅgha. Sir, may I receive the going forth, the ordination in the Buddha’s presence?”	mn7	21	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn7:22.1	And the brahmin Sundarika Bhāradvāja received the going forth, the ordination in the Buddha’s presence. Not long after his ordination, Venerable Bhāradvāja, living alone, withdrawn, diligent, keen, and resolute, soon realized the supreme end of the spiritual path in this very life. He lived having achieved with his own insight the goal for which gentlemen rightly go forth from the lay life to homelessness. He understood: “Rebirth is ended; the spiritual journey has been completed; what had to be done has been done; there is no return to any state of existence.” And Venerable Bhāradvāja became one of the perfected.	mn7	22	1	mn	7	The Simile of the Cloth	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn8:1.1	So I have heard. At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery. Then in the late afternoon, Venerable Mahācunda came out of retreat and went to the Buddha. He bowed, sat down to one side, and said to the Buddha:	mn8	1	1	mn	8	Self-Effacement	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn8:3.1	“Sir, there are many different views that arise in the world connected with doctrines of the self or with doctrines of the cosmos. How does a mendicant who is focusing on the starting point give up and let go of these views?” “Cunda, there are many different views that arise in the world connected with doctrines of the self or with doctrines of the cosmos. A mendicant gives up and lets go of these views by truly seeing with right wisdom where they arise, where they settle in, and where they operate as: ‘This is not mine, I am not this, this is not my self.’	mn8	3	1	mn	8	Self-Effacement	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
mn8:4.1	It’s possible that a certain mendicant, quite secluded from sensual pleasures, secluded from unskillful qualities, might enter and remain in the first absorption, which has the rapture and bliss born of seclusion, while placing the mind and keeping it connected. They might think they’re practicing self-effacement. But in the training of the Noble One these are not called ‘self-effacement’; they’re called ‘blissful meditations in the present life’. It’s possible that some mendicant, as the placing of the mind and keeping it connected are stilled, might enter and remain in the second absorption, which has the rapture and bliss born of immersion, with internal clarity and confidence, and unified mind, without placing the mind and keeping it connected. They might think they’re practicing self-effacement. But in the training of the Noble One these are not called ‘self-effacement’; they’re called ‘blissful meditations in the present life’. It’s possible that some mendicant, with the fading away of rapture, might enter and remain in the third absorption, where they meditate with equanimity, mindful and aware, personally experiencing the bliss of which the noble ones declare, ‘Equanimous and mindful, one meditates in bliss.’ They might think they’re practicing self-effacement. But in the training of the Noble One these are not called ‘self-effacement’; they’re called ‘blissful meditations in the present life’. It’s possible that some mendicant, with the giving up of pleasure and pain, and the ending of former happiness and sadness, might enter and remain in the fourth absorption, without pleasure or pain, with pure equanimity and mindfulness. They might think they’re practicing self-effacement. But in the training of the Noble One these are not called ‘self-effacement’; they’re called ‘blissful meditations in the present life’. It’s possible that some mendicant, going totally beyond perceptions of form, with the ending of perceptions of impingement, not focusing on perceptions of diversity, aware that ‘space is infinite’, might enter and remain in the dimension of infinite space. They might think they’re practicing self-effacement. But in the training of the Noble One these are not called ‘self-effacement’; they’re called ‘peaceful meditations’. It’s possible that some mendicant, going totally beyond the dimension of infinite space, aware that ‘consciousness is infinite’, might enter and remain in the dimension of infinite consciousness. They might think they’re practicing self-effacement. But in the training of the Noble One these are not called ‘self-effacement’; they’re called ‘peaceful meditations’. It’s possible that some mendicant, going totally beyond the dimension of infinite consciousness, aware that ‘there is nothing at all’, might enter and remain in the dimension of nothingness. They might think they’re practicing self-effacement. But in the training of the Noble One these are not called ‘self-effacement’; they’re called ‘peaceful meditations’. It’s possible that some mendicant, going totally beyond the dimension of nothingness, might enter and remain in the dimension of neither perception nor non-perception. They might think they’re practicing self-effacement. But in the training of the Noble One these are not called ‘self-effacement’; they’re called ‘peaceful meditations’.	mn8	4	1	mn	8	Self-Effacement	near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery	Kosala
